ID,translated,source-language,sentence,context,full-ratings,mean-ratings
3763,1,cs,"the vast majority of energy produced with imported fuels, including gas and nuclear fuel from russia (for their nuclear plants.)","the skull and teeth of ""allosaurus"" were modestly proportioned for a theropod of its size.	paleontologist gregory s. paul gives a length of for a skull belonging to an individual he estimates at long.	each premaxilla (the bones that formed the tip of the snout), held five teeth with d-shaped cross-sections, and each maxilla (the main tooth-bearing bones in the upper jaw) had between 14 and 17 teeth; the number of teeth does not exactly correspond to the size of the bone.","3,2,4,3,3,4,3,3,4,2,4,2,3,3,2,3",3.0
386,0,en,algeria has the second largest military in north africa with the largest defence budget in africa ($10 billion).,"a few years later, in 1829, jacob rinz (a visitor from a frankfurt nursery) commented:	""never shall i forget the sensation produced by this establishment.	i cannot describe the raptures i experienced on seeing that immense palm house.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
3880,1,de,"it analyses language in the framework of the anthropology, biology, development, geography, history, neurology, psychological and sociological.","an adapted abacus, invented by tim cranmer, called a cranmer abacus is still commonly used by individuals who are blind.	a piece of soft fabric or rubber is placed behind the beads so that they do not move inadvertently.	this keeps the beads in place while the users feel or manipulate them.","3,4,2,3,2,3,3,2,4,3,4,4,3,4,4,3",3.1875
3892,1,fr,"however, spalding was known aggrandise its role in the great moments baseball.","rwth aachen university, established as polytechnicum in 1870, is one of germany's universities of excellence with strong emphasis on technological research, especially for electrical and mechanical engineering, computer sciences, physics, and chemistry.	the university clinics attached to the rwth, the klinikum aachen, is the biggest single-building hospital in europe.	over time, a host of software and computer industries have developed around the university.","1,2,2,4,2,3,1,1,2,3,3,1,2,3,3",2.2
3954,1,de,gawler pointed out and governor grey in 1841.,"nader shah's rule abruptly ended in june 1747 when he was assassinated by his own guards.	the guards involved in the assassination did so secretly so as to prevent the abdalis from coming to their king's rescue.	however, durrani was told that the shah had been killed by one of his wives.","1,2,1,1,1,2,2,2,1,2,1,1,2,1",1.4285714285714286
4091,0,en,"while this may seem trivial, it was symptomatic of an attempt by people manually reproducing academic texts to reduce the copy time.","a butterfly farm was opened in colethorpe lane, barrow in march 1987 by tropical butterflies	(barrow) limited - its proprietor being the former barrow g.p., doctor j sumpton; the farm closed in the september 1989.	the farm included (constructed in 1988) a 15-inch narrow-gauge railway loop 350 yards in length - with a single locomotive named 'chough'.","4,4,4,4,4,4,4,4,4,4,4,4",4.0
4116,1,fr,"in 2002, a survey bbc classified as seventy-third more briton of all the time.","ampicillin was developed in 1961.	it is on the world health organization's list of essential medicines, the most important medication needed in a basic health system.	its wholesale costs is between 0.13 and 1.20 usd for a vial of the intravenous solution as of 2014.","2,1,1,2,1,2,1,2,2,2,3,2,1,1,3,1",1.6875
414,0,en,when slavery was abolished in france in 1848 the société was abandoned.,"the barnack burial is an important early bronze age find.	it comes from a complicated monument which was expanded and altered on at least three different occasions.	the original burial was very rich for the period, but was covered by only a small barrow.","4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3",3.6470588235294117
4200,1,cs,"athena is known for its calm temperament, how slowly anger.","until independence, armenia's economy was based largely on industry—chemicals, electronic products, machinery, processed food, synthetic rubber and textiles; it was highly dependent on outside resources.	agriculture accounted for only 20% of net material product and 10% of employment before the breakup of the soviet union in 1991.	armenian mines produce copper, zinc, gold and lead.","2,2,3,3,2,2,3,2,3,3,1,1,3,3,2,3,2",2.3529411764705883
4270,1,es,"the free movement owes much to the increasing sophistication of society, marked by political stability, economic growth and cosmopolitanism.","the following year, he played in all sixteen games for the jets, starting one.	he had 28 receptions for 329 yards and one touchdown.	he led the team in kickoff returns, piling up 599 yards.","4,4,4,4,4,4,3,4,3,4,4,4,4,3,4",3.8
4364,1,fr,the orbitals associated with a particular value are sometimes collectively called a 'subshell'.,"andorra's tourism services an estimated 10.2 million visitors annually.	it is not a member of the european union, but the euro is the ""de facto"" currency.	it has been a member of the united nations since 1993.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
4372,1,fr,the fifth and final d-orbital consists of three parts: a density of high probability torus with two pear-shaped regions placed symmetrical on its axis z.,"a total of four of those singles reached the top 10, including ""dancing queen"" which reached number-one in april 1977.	while ""fernando"" and ""sos"" did not break the top 10 on the ""billboard"" hot 100 chart, reaching number 13 and 15 respectively, they did reach the top 10 on cashbox (""fernando"") and record world (""sos"") charts.	both ""dancing queen"" and ""take a chance","2,4,2,4,4,3,2,3,3,3,3,3,4,3,4,4",3.1875
4431,1,cs,"built from approximately half a million animals welsh slate, by stephen kettle sculpted commissioned by the american billionaire sidney honest.","the department of desalination was established on 1995 by riyad hassan el-khoudary.	the water research center is an independent non-government palestinian institution.	in the late 1990s, the university opened a school of medicine in collaboration with abu-dis university in jerusalem.","2,1,1,2,2,2,2,1,2,1,1,2,2,2",1.6428571428571428
4466,1,fr,"historian heinrich zimmer writing that 'as britain was part of the novel empire, if the british church formed (in the fourth century) a branch of the Catholic Church in the west and in the whole of this century, the Board of arles (316) Yes, has participated in all the procedures relating to the church.'",the village is on the south side of the polden hills about north-east of bridgwater.	according to the 2011 census the parish had a population of 506.	the parish includes the hamlets of bradney and horsey.,"3,1,2,1,3,2,3,2,4,2,3,2,3,2,2,1,2,4,4",2.4210526315789473
4504,1,de,the society for spreading the gospel in other parts (spg) in 1701 and the church mission society (cms) in 1799.,"there were at least four erroneous and incomplete discoveries before marguerite perey of the curie institute in paris, france discovered francium in 1939 by purifying a sample of actinium-227, which had been reported to have a decay energy of 220 kev.	however, perey noticed decay particles with an energy level below 80 kev. perey thought this decay activity might have been caused by a previously unidentified decay product, one that was separated during purification, but emerged again out of the pure actinium-227.	various tests eliminated the possibility of the unknown element being thorium, radium, lead, bismuth, or thallium.","2,3,1,2,2,3,3,3,2,3,3,3,2,1,3",2.4
4724,1,es,"although may be primus was found guilty, some juries voted to acquit, which means that not everybody believed augustus, evidence, is an insult to the 'august one'.","unlike the academy awards, the annie awards are only received for achievements in the field of animation and not for any other field of technical and artistic endeavor.	they were re-organized in 1992 to create a new field for best animated feature.	the 1990s winners were dominated by walt disney, however newer studios, led by pixar & dreamworks, have now begun to consistently vie for this award.","2,2,3,3,2,2,3,2,3,3,1,1,3,3,2,3,2",2.3529411764705883
4751,1,fr,"two of havilland double otters, have sent calgary with a back-up.","a former german campaign played on the german expression 'saubillig' which means extremely cheap, but literally 'sow (female pig) cheap'.	'sau-' is a common emphasising prefix in colloquial german.	inside the stores the entrances were signposted as ""schweingang"" = wordplay on the word eingang (entrance) and schwein (pig), and the exit as ""sausgang","3,3,1,2,1,2,2,2,2,3,1,2,2,2,1,3",2.0
4854,1,fr,"studies have shown that the high levels of pahs, for example, are cooked meat at high temperatures as its or barbecuing, and in the smoked fish.","in may, diplomats of both kingdoms officially executed the agreement of marriage.	alfonso and victoria were married at the royal monastery of san jerónimo in madrid on 31 may 1906, with british royalty in attendance, including victoria's cousins the prince and princess of wales (later king george v and queen mary).	the wedding was marred by an assassination attempt on alfonso and victoria by catalan anarchist mateu morral.","1,2,2,2,3,3,3,3,2,1,2,2,1,1",2.0
4872,1,de,"the extension of the longitudinal dimensions, there is not far away.","following the passage of the localism act 2011 on 15 november 2011, the department for communities and local government began negotiating with groups of local councils for tailored deals to be included in the 2012 united kingdom budget.	the greater manchester combined authority sought provision for a further transfer of powers that would result in an additional delegation of authority from the uk's central government.	this step-change would mean that, instead of the gmca bidding for government funding on a project-by-project basis, it will receive a sum of money from government ministers and would be able to determine, locally, how it is used.","2,2,1,2,3,3,2,3,1,2,3,1,1,3,2",2.066666666666667
4989,1,cs,"every dentary (tooth-bearing bone of lower jaw) between 14 and 17 teeth, with an average rely on 16.","british art historian kenneth clark wrote that western europe's first ""great age of civilisation"" was ready to begin around the year 1000.	from 1100, he wrote, monumental abbeys and cathedrals were constructed and decorated with sculptures, hangings, mosaics and works belonging to one of the greatest epochs of art and providing stark contrast to the monotonous and cramped conditions of ordinary living during the period.	abbot suger of the abbey of st. denis is considered an influential early patron of gothic architecture and believed that love of beauty brought people closer to god: ""the dull mind rises to truth through that which is material"".","2,2,2,1,3,2,2,2,3,2,3,2,1,2",2.0714285714285716
5011,1,fr,"in 1949, the ak-47 was officially accepted by the Soviet armed forces and used by the majority of the Member States of the pact warsaw.","campaigning against the greek city of perinthus, alexander is reported to have saved his father's life.	meanwhile, the city of amphissa began to work lands that were sacred to apollo near delphi, a sacrilege that gave philip the opportunity to further intervene in greek affairs.	still occupied in thrace, he ordered alexander to muster an army for a campaign in greece.","4,4,3,3,4,4,4,4,4,3,3,4,4,3,4",3.6666666666666665
5031,1,fr,"every door was a vacuum inverting eulogies increase, preceded by a contribution resistor divider network defined the logic function.","the gameplay of memories off follows the style of most visual novels; the majority of time spent playing the game is spent on reading through the dialogue or story that appears on screen.	every so often, the game will pause and the player is given a chance to choose from two to five options regarding how he or she wishes to advance the game.	the plot will then branch into paths focusing on a single heroine depending on the choices that were made by the player; a conclusive character ending will be presented at the end of any given path.","1,2,1,1,1,1,2,2,1,2,2,1,1,1,1",1.3333333333333333
5061,1,de,"their influence it is relatively easy to move and, but its design is not very compact, and perhaps it is difficult, stow collapses, if a model used.","beyond the specific factions of anarchist thought is philosophical anarchism, which embodies the theoretical stance that the state lacks moral legitimacy without accepting the imperative of revolution to eliminate it.	a component especially of individualist anarchism philosophical anarchism may accept the existence of a minimal state as unfortunate, and usually temporary, ""necessary evil"" but argue that citizens do not have a moral obligation to obey the state when its laws conflict with individual autonomy.	one reaction against sectarianism within the anarchist milieu was ""anarchism without adjectives"", a call for toleration first adopted by fernando tarrida del mármol in 1889 in response to the ""bitter debates"" of anarchist theory at the time.","2,1,1,2,2,2,1,3,2,2,1,2,1,3,1",1.7333333333333334
5089,1,de,if the museum for consideration.,"in the original draft of ""howl"", each line is in a ""stepped triadic"" format reminiscent of william carlos williams.	but he abandoned the ""stepped triadic"" when he developed his long line although the stepped lines showed up later, most significantly in the travelogues of ""the fall of america.""	""howl"" and ""kaddish"", arguably his two most important poems, are both organized as an inverted pyramid, with larger sections leading to smaller sections.","1,1,2,1,2,2,1,2,1,1,2,2,1",1.4615384615384615
5230,1,fr,"after this, men devoted their lives to the war to retire at the age of 60.","this rule in favour of imputation relates to the generality of the duties an agent owes to a principal, in particular the agent's duty to communicate material facts to the principal.	since the purpose of the law is to offer protection to third parties who act in good faith, it is reasonable to allow them to believe that, in most cases, the agents have fulfilled this duty.	after all, the principal selects the agents and has the power to control their actions both through express instructions and incentives intended to influence their behaviour which will include laying down routines for how agents should handle information, and the extent to which agents will be rewarded for transmitting information of commercial value.","4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,4",3.625
5240,1,es,great britain recruited council and hanovrian troops until the end of the eighteenth century.,"at metamorphosis, rapid changes in the body take place as the lifestyle of the frog changes completely.	the spiral‐shaped mouth with horny tooth ridges is reabsorbed together with the spiral gut.	the animal develops a large jaw, and its gills disappear along with its gill sac.","4,4,4,3,4,4,3,3,4,3,4,4,4,4,4",3.7333333333333334
5259,1,cs,the teachings william ellery channing a few years earlier have also been laid the foundations for the work of the most concord transcendentalists.,"the following year, her breakout role came in the critically lauded black comedy ""crush and blush"" for which she received considerable attention and numerous awards.	in 2009 seo woo took on the lead role in the cult favorite	""tamra, the island"", a period drama set on jeju island.","3,2,2,3,2,3,3,4,3,2,3,3,3,3",2.7857142857142856
5346,1,fr,"on the other hand, some historians have speculated that charlemagne against the formal marriage for girls in a bid to political rivalry of their husbands; none of charlemagne girls are married, despite the policy offers forced marriages.","victoria was willing to change her religion, and her being a haemophilia carrier was only a possibility.	maria christina was eventually persuaded to drop her opposition.	in january 1906 she wrote an official letter to princess beatrice proposing the match.","3,2,2,3,2,2,2,3,1,2,2,3,3,1",2.2142857142857144
5353,1,cs,"many amines is produced from aldehydes and ketones through a simplified amination, which can either continue catalytically or stoichiometrically.","beginning in late december 1778, the british captured savannah and controlled the georgia coastline.	in 1780 they launched a fresh invasion and took charleston as well.	a significant victory at the battle of camden meant that royal forces soon controlled most of georgia and south carolina.","3,3,3,3,3,3,3,3,3,3,3,4,4,3,4",3.2
5430,1,cs,this has brought the desired effect at the heart of young aristocrats in the royal city (2 samuel 15: 1).,"after reconstruction, the state began to receive more immigrants and migrants.	chinese, italian, and syrian men were recruited for farm labor in the developing delta region.	none of these nationalities stayed long at farm labor; the chinese especially quickly became small merchants in towns around the delta.","4,3,3,3,2,3,2,3,4,4,2,3,3,4,3,4,4",3.176470588235294
5456,0,en,"the water and leaves, however, required changing after seven or eight days, and the leather needed to be turned over daily.","new wave critic-filmmaker jacques rivette, said: ""you can compare only what is comparable and that which aims high enough ...	[mizoguchi] seems to be the only japanese director who is completely japanese and yet is also the only one that achieves a true universality, that of an individual.""	according to such french commentators, mizoguchi seemed, of the two artists, the more authentically japanese.","3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4",3.6842105263157894
5476,1,fr,"this is a sentence tourists who simply want to make on the beach, but the government declares that it is difficult to stamp out, because there is a lot of unemployment and poverty.","when news of the revolts reached alexander, he responded quickly.	though advised to use diplomacy, alexander mustered 3,000 macedonian cavalry and rode south towards thessaly.	he found the thessalian army occupying the pass between mount olympus and mount ossa, and ordered his men to ride over mount ossa.","2,2,1,2,2,3,1,3,2,1,2,2,2,1,2",1.8666666666666667
5510,1,fr,the reduction in the maximum 'work' (which includes the large two figures) is a function which has the largest group (vehicle) figures.,"the apollo 11 mission insignia was designed by collins, who wanted a symbol for ""peaceful lunar landing by the united states"".	he chose an eagle as the symbol, put an olive branch in its beak, and drew a lunar background with the earth in the distance.	nasa officials said the talons of the eagle looked too ""warlike"" and after some discussion, the olive branch was moved to the claws.","4,3,2,4,3,3,3,3,4,2,3,3,3,4,2,4",3.125
5582,1,de,"the last occupation skylab, on 8 february, in 1974, and the sender even re-entered the atmosphere in 1979, through which the oldest operational apollo-saturn component.","piracy on american vessels in the mediterranean resulted in the united states initiating the first (1801–1805) and second barbary wars (1815).	following those wars, algeria was weaker, and europeans, with an anglo-dutch fleet commanded by the british lord exmouth, attacked algiers.	after a nine-hour bombardment, they obtained a treaty from the dey that reaffirmed the conditions imposed by decatur (us navy) concerning the demands of tributes.","3,2,1,2,2,2,2,3,2,3,2,3,2,2,2,1,3,3",2.2222222222222223
5654,1,fr,"the work as a group date of 1891 in new southern and south wales australia, followed by queensland and, later, the settlements.","four of the five d-orbitals for look similar, each with four pear-shaped lobes, each lobe tangent at right angles to two others, and the centers of all four lying in one plane.	three of these planes are the xy-, xz-, and yz-planes—	the lobes are between the pairs of primary axes—and the fourth has the centres along the x and y axes themselves.","3,3,3,2,2,1,3,3,3,3,3,1,2,1,1,1,3",2.235294117647059
5718,1,fr,it also maintains a botanical garden (the botanischer garten aachen).,"america's national game is a book by albert spalding, published in 1911 detailing the early history of the sport of baseball.	much of the story is told first-hand, since spalding had been involved in the game, first as a player and later an administrator, since the 1850s.	in addition to his personal recollections, he had access to the records of henry chadwick, the game's first statistician and archivist.","2,4,4,4,3,4,4,4,4,4,4,4",3.75
5727,1,cs,"this is who model list of essential medicines, the medicines needed to basic health system.","being the smallest alkali metal, lithium forms the widest variety of and most stable organometallic compounds, which are bonded covalently.	organolithium compounds are electrically non-conducting volatile solids or liquids that melt at low temperatures, and tend to form oligomers with the structure (rli)""x"" where r is the organic group.	as the electropositive nature of lithium puts most of the charge density of the bond on the carbon atom, effectively creating a carbanion, organolithium compounds are extremely powerful bases and nucleophiles.","2,2,1,2,2,2,3,1,3,1,2,2,1,2",1.8571428571428572
5783,0,en,"bride and bridegroom respectively ate half of the rice served in a bowl, and other participants were entertained.","in 1973, the band and their manager stig anderson decided to have another try at melodifestivalen, this time with the song ""ring ring"".	the studio sessions were handled by michael b. tretow, who experimented with a ""wall of sound"" production technique that became the wholly new sound.	stig anderson arranged an english translation of the lyrics by neil sedaka and phil cody and they thought this would be a surefire winner.","3,3,4,3,4,3,3,3,3,4,4,3,3,4,3",3.3333333333333335
5786,1,es,as well as being qualified to marriage.,"this movement began in italy in the 14th century and the term, literally meaning rebirth, describes the revival of interest in the artistic achievements of the classical world.	initially in a literary revival renaissance was determined to move away from the religion-dominated middle ages and to turn its attention to the plight of the individual man in society.	it was a time when individual expression and worldly experience became two of the main themes of renaissance art.","3,1,1,3,2,3,3,2,2,4,4,3,1,3,3",2.533333333333333
5871,1,fr,"whereas in india, hasan ali Shah continue its close relationship with the british and has even visited by the Prince of wales (the future King edward VIII) when he was on a state visit to india.","madagascar, with an area of , is, after greenland, new guinea and borneo, the fourth largest island on the earth.	it lies in the indian ocean, off the s.e. coast of the continent, from which it is separated by the deep mozambique channel, wide at its narrowest point.	madagascar in its general structure, as in flora and fauna, forms a connecting link between africa and southern asia.","2,3,3,3,3,2,3,3,4,3,3,4,3,3,2,4",3.0
590,1,fr,"in the series season finale, he fought michael chang for the acura champions.","the black prince procession is a mayday custom in the villages of millbrook, kingsand and cawsand.	it takes place on mayday bank holiday.	the procession starts in millbrook in the morning then moves to kingsand and ends up on the beach at cawsand where a model boat, the black prince, bedecked in flowers is floated out to sea to say goodbye to the harsh weather of winter and welcome in the warm summer weather.","4,3,4,3,3,4,3,4,4,4,4,4,3,4",3.642857142857143
5944,1,de,in spite of the risk attacked the abdali quota of durrani rushed either to save the shah or to confirm what has happened.,"he moved to end his country's traditional isolation by establishing diplomatic relations with the international community and, following a 1927–28 tour of europe and turkey, introduced several reforms intended to modernize his nation.	a key force behind these reforms was mahmud tarzi, an ardent supporter of the education of women.	he fought for article 68 of afghanistan's 1923 constitution, which made elementary education compulsory.","2,2,1,1,2,2,3,2,3,3,3,2,1,1",2.0
60,1,cs,the country is 0.3 or albedo.,"turing was one of four mathematicians examined in the bbc documentary entitled ""dangerous knowledge"" (2008).	the ""princeton alumni weekly"" named turing the second most significant alumnus in the history of princeton university, second only to president james madison.	a 1.5-ton, life-size statue of turing was unveiled on 19 june 2007 at bletchley park.","2,1,1,2,1,1,3,2,2,3,1,1,1,2,2",1.6666666666666667
6010,1,fr,"among the last of its labors is the defence of the orthodoxy of its former pupil, thomas aquinas, whose death in 1274 grieved albert (the history of betting in person to defend the lessons of aquinas may not be confirmed.)","winlaton youth training centre was a government owned and run female youth correctional facility located on at 186 springvale road nunawading, victoria, australia.	the facility was designed to accommodate 14- to 18-year-old wards of the state.	it opened in 1956 (when it was known at the winlaton juvenile school) and closed in 1993 as the nunawading youth residential facility.","3,3,3,2,2,1,3,3,4,4,3,1,3,3,1,1,2",2.4705882352941178
6044,0,en,"it was only when faced with the danger of annihilation by the franks in 584 that the dukes elected a new king in the person of authari, son of cleph, who began the definitive consolidation and centralization of the lombard kingdom while the remaining imperial territories were reorganized under the control of an exarch in ravenna with the capacity to defend the country without the emperor's assistance.","among the turkmen leaders the ottomans emerged as great power under osman and his son orhan i.	the anatolian beyliks were successively absorbed into the rising ottoman empire during the 15th century.	it is not well understood how the osmanli, or ottoman turks, came to dominate their neighbours, as the history of medieval anatolia is still little known.","4,3,2,4,3,3,3,3,4,2,3,3,3,4,2,4",3.125
6049,0,en,"a few days later, the king of ormuz was met by an envoy demanding the payment of tribute to shah ismail i from persia.","einstein's views about religious belief have been collected from interviews and original writings.	he called himself an agnostic, while disassociating himself from the label atheist.	he said he believed in the ""pantheistic"" god of baruch spinoza, but not in a personal god, a belief he criticized.","4,4,4,4,4,3,3,4,3,4,4,4,4,4,4",3.8
6110,1,de,"certainly, ealdred is one of the leaders in the work, and it is likely that one of its population, the version.","orbit is described as ""designed by anish kapoor and cecil balmond"".	kapoor is a turner prize winning sculptor, while balmond is one of the world's leading designers.	according to kapoor, both men are ""interested in a place where architecture meets sculpture"" and ""the way that form and geometry give rise to structure"".","3,2,3,1,2,2,1,3,1,3,3,2,1,2",2.0714285714285716
6172,1,es,their calls to western europe to help the turks were also the catalyst that has probably contributed to the convoking of the crusades.,"the last step includes the utilization of the information.	an organization should ask themselves if they are looking at the right information and if so, if they are placing them in the right context.	they must consider the possible environmental changes alter the informational value and determine all the relevant connections and patterns.","3,4,4,3,4,4,4,4,4,4,3,3,4,4,4",3.7333333333333334
6220,0,en,"the primary crop was cotton, grown by enslaved workers.","for a ""yomeiri"" marriage, a man and his father would bring betrothal gifts to the house of a woman, including a sword, a treasured sword, an ornamental quiver, a sword guard, and a woven basket (""hokai"").	if the man and woman agreed to marry, the man and his father would bring her to their house or the man would stay at her house for a while and then bring her to his house.	at the wedding ceremony, participants prayed to the god of fire.","4,4,4,3,4,3,4,4,4,4,4,3,4,4,4",3.8
6232,0,en,"the southern tribes included the choctaw, creek, chickasaw, seminole and the cherokee.","the high school, through the ""kugluktuk high school athletics association"" also known as the ""kugluktuk grizzlies"", has created a non-profit, stay-in-school organization that uses sport and recreation opportunities as incentives for staying in school, and making healthy lifestyle choices.	currently, the membership has over 100 students.	through a variety of fundraisers, they provide the youth in kugluktuk with opportunities in various things such as sport and employment.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6301,1,cs,"johnson efsa with freedman presidency law in february 18, 1866, to the delight of the white south and started anger republican legislators.","the film showed poor staying power and earned $39.1 million in north america, making it the first ever film to open over $20 million yet gross less than 50% of its earnings after opening weekend.	it also easily set the record for lowest gross of a $20 million opener.	it earned an additional $30 million internationally.","2,2,1,2,2,1,1,2,1,2,1,1,2,2",1.5714285714285714
6311,1,cs,"the adverse results temporarily halt republican calls to impeach johnson, who was elated before the elections.","in the same year tarkovsky also began the production of the film ""the first day"" (russian: первый день ""pervyj dyen′""), based on a script by his friend and long-term collaborator andrei konchalovsky.	the film was set in 18th-century russia during the reign of peter the great and starred natalya bondarchuk and anatoli papanov.	to get the project approved by goskino, tarkovsky submitted a script that was different from the original script, omitting several scenes that were critical of the official atheism in the soviet union.","4,3,4,4,3,4,4,4,3,3,2,4,3,4",3.5
6359,1,cs,while many ports have suffered a decline aberdeen is still busy because of the oil trade and influx of persons associated with industry and the consequent increase in property prices brought prosperity in this area.,"the plant has a symbiotic relationship with carpenter bees.	it is also visited by noctuid moths at night.	the relative importance of these animals as pollinators has not yet been established; however, carpenter bees are thought to be the main pollinators of amaryllis on the cape peninsula.","3,4,4,4,4,4,3,4,3,3,4,3,4,3",3.5714285714285716
6421,1,es,such a small clashes with independent viking raiders would have happened during much of the period had for decades.,"lord simon's judgement in the same case advanced a different definition: crimes of specific intent required a ""purposive element"".	the court in ""heard"" considered a specific intent one which fitted either possible definition.	however, murder is again an exception: it can be committed not by intent but by virtual certainty.","1,3,2,3,2,2,2,2,2,2,2,2,3,2,1,3,3",2.176470588235294
6478,0,en,"it should also include a hospital complex, a care, centre, a hotel zone, an urban centre and a thermal spa with villas and apartments.","on the nhl trade deadline date, february 26, 2008, the leafs dealt kilger to the florida panthers for a third round draft pick.	he immediately requested a leave of absence from panthers' management, which was granted.	however, he did not report to the team at the pre-arranged time, and on march 5, the panthers suspended him indefinitely without pay.","3,4,4,4,4,3,4,4,3,3,4,3,3,3,3,4",3.5
6518,1,de,"age can also on the basis of the nature of the calendar, as the lunar timetable, as birth data in leap years, or the method after birth date.","a number of veterans of papa jack laine's band said the tune had been known in new orleans as ""number two"" long before the dixieland jass band copyrighted it.	in one interview, papa jack laine said that the actual composer of the number was achille baquet.	punch miller claimed to have originated the cornet & trombone breaks with jack carey, and that from carey's characteristic growl many locals called the tune ""play jack carey"".","2,1,2,2,1,3,2,2,1,2,3,1,1,3,2,2",1.875
6563,1,fr,"victoria met maria christina and alfonso in biarritz, france later this month, and turn to catholicism in san sebastián in motion.","in 1263 pope urban iv relieved him of the duties of bishop and asked him to preach the eighth crusade in german-speaking countries.	after this, he was especially known for acting as a mediator between conflicting parties.	in cologne he is not only known for being the founder of germany's oldest university there, but also for ""the big verdict"" (der große schied) of 1258, which brought an end to the conflict between the citizens of cologne and the archbishop.","2,1,3,2,2,2,2,1,1,2,1,2,3,2,2,2,3",1.9411764705882353
6564,1,fr,"as the marriage procession of new palace, he threw a bomb against a window which killed and injured several spectators and members of the procession.","issues #361-363 (april–june 1992) introduced carnage, a second symbiote nemesis for spider-man.	the series' 30th-anniversary issue, #365 (aug. 1992), was a double-sized, hologram-cover issue with the cliffhanger ending of peter parker's parents, long thought dead, reappearing alive.	it would be close to two years before they were revealed to be impostors, who are killed in #388 (april 1994), scripter michelinie's last issue.","3,2,3,3,3,4,4,3,3,3,3,3,2,2,3",2.933333333333333
6575,0,en,"in 1123, he besieged and took lleida, which was in the hands of the count of barcelona.",it also initiated much study of the contributions to sums of squares.	laplace soon knew how to estimate a variance from a residual (rather than a total) sum of squares.	by 1827 laplace was using least squares methods to address anova problems regarding measurements of atmospheric tides.,"4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6587,1,cs,the plant is a core borer parasite lily brithys crini and / or diaphone eumela.,"he is completely against foreigners or plebs in the senate.	cassius is a stubborn man and will argue to get his way.	although not violent, he is willing to risk his life to have caesar killed.","2,1,1,2,3,2,3,2,1,3,3,2,2,2,3,1,3,2",2.111111111111111
6605,1,es,"the acropolis, the temple of aphrodite, the market, the city ’ the walls, the church and the port were digging.",originally the execution was scheduled for 8 p.m. on november 28.	there was a temporary stay order by justice clarence thomas to give him more time to review the case.	thomas is the justice responsible for handling emergency cases from arkansas.,"2,2,2,3,3,3,3,3,2,3,3,2,2",2.5384615384615383
6616,1,es,"during this time, women have not only had to defend itself, but to reproduce, and this may be the source of the idea that amazons covered once a year with its neighbours, if herodotus really based their accounts in reality.","by 1943, the allies had gained air superiority over germany, and bombings of german cities and industry had become commonplace.	however, the allies in their strategic bombing campaign did not concentrate on industry, and speer, with his improvisational skill, was able to overcome bombing losses.	in spite of these losses, german production of tanks more than doubled in 1943, production of planes increased by 80 percent, and production time for ""kriegsmarine"" submarines was reduced from one year to two months.","3,3,1,2,2,1,1,3,1,2,3,1,1,3,1,2,2,2",1.8888888888888888
6733,1,cs,their cruelty is denounced by the prophet amos,early diagnosis and treatment with a gluten free diet can improve ataxia and prevent its progression.	readily available and sensitive markers of gluten ataxia include anti-gliadin antibodies.	immunoglobulin a (iga) deposits against transglutaminase 2 (tg2) in the small bowel and at extraintestinal sites are proving to be additionally reliable and perhaps more specific markers of the whole spectrum of gluten sensitivity.,"4,4,4,4,3,4,4,4,4,4,4,4,4,4",3.9285714285714284
6748,1,cs,"alexander three finest admirals, nearchos, androsthenes and laomedon, her and after alexander death, his wife roxane and their small son alexander iv were in exile and later murdered.","by the naturalisation act 1870, it was made possible for british subjects to renounce their nationality and allegiance, and the ways in which that nationality is lost are defined.	so british subjects voluntarily naturalized in a foreign state are deemed aliens from the time of such naturalization, unless, in the case of persons naturalized before the passing of the act, they have declared their desire to remain british subjects within two years from the passing of the act.	persons who from having been born within british territory are british subjects, but who at birth became under the law of any foreign state subjects of such state, and also persons who though born abroad are british subjects by reason of parentage, may by declarations of alienage get rid of british nationality.","3,1,1,1,2,2,1,2,2,1,3,2,1,2,1,3,2",1.7647058823529411
676,1,es,the enzyme chitinase produced in the stomach aid to digest the chitinous cuticle of arthropod dam.,"previously, he taught at the california state university, san bernardino, where he directed the learning research institute.	he received his ph.d. from yale university in cognitive psychology, where he worked with robert j. sternberg.	born in great neck, new york, he attended the university of southern california as an undergraduate, where he worked with both john l. horn and famed novelist t. coraghessan boyle.","3,3,2,2,3,2,3,3,2,3,3,2,3,3,3,3,2",2.6470588235294117
692,1,es,"eyes and hair grow quickly, and one language is formed.","some studies using modern organic-farming methods have reported yields as high as those available from conventional farming.	in the aftermath of the fall of the soviet union, with shortages of conventional petroleum-based inputs, cuba made use of mostly organic practices, including biopesticides, plant-based pesticides and sustainable cropping practices, to feed its populace.	however, organic farming may be more labor-intensive and would require a shift of the workforce from urban to rural areas.","3,2,4,2,3,4,2,4,4,2,3,1",2.8333333333333335
