ID,translated,source-language,sentence,context,full-ratings,mean-ratings
3738,0,en,"during the war, the azeri armed forces were also aided by turkish military advisers, and russian, ukrainian, chechen and afghan mercenaries.","the azeri armed forces took a series of devastating defeats by armenian forces during the 1992–1994 nagorno-karabakh war, which resulted in the loss of control of nagorno-karabakh proper and seven surrounding rayons, comprising roughly 16% of the territory of azerbaijan.	azerbaijani sources insist that armenian victory was largely due to military help from russia and the wealthy armenian diaspora.	armenians partially deny the allegation, claiming that russian side was equally supplying armenian and azerbaijani sides with weapons and mercenaries.","3,3,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,4,4",3.526315789473684
3763,1,cs,"the vast majority of energy produced with imported fuels, including gas and nuclear fuel from russia (for their nuclear plants.)","until independence, armenia's economy was based largely on industry—chemicals, electronic products, machinery, processed food, synthetic rubber and textiles; it was highly dependent on outside resources.	agriculture accounted for only 20% of net material product and 10% of employment before the breakup of the soviet union in 1991.	armenian mines produce copper, zinc, gold and lead.","3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,3,4",3.3684210526315788
386,0,en,algeria has the second largest military in north africa with the largest defence budget in africa ($10 billion).,"total military personnel include 147,000 active, 150,000 reserve, and 187,000 paramilitary staff (2008 estimate).	service in the military is compulsory for men aged 19–30, for a total of 12 months.	the military expenditure was 4.3% of the gross domestic product (gdp) in 2012.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
3880,1,de,"it analyses language in the framework of the anthropology, biology, development, geography, history, neurology, psychological and sociological.","linguistics look at individual languages and language in general.	it breaks language down and analyses its component parts: theory, sounds and their meaning, utterance usage, word origins, the history of words, the meaning of words and word combinations, sentence construction, basic construction beyond the sentence level, stylistics, and conversation.	it examines the above using statistics and modeling, and semantics.","2,3,3.0,4,2,3,4,3,3,4,3,4,3,4,4,3,3,4",3.2777777777777777
3892,1,fr,"however, spalding was known aggrandise its role in the great moments baseball.","america's national game is a book by albert spalding, published in 1911 detailing the early history of the sport of baseball.	much of the story is told first-hand, since spalding had been involved in the game, first as a player and later an administrator, since the 1850s.	in addition to his personal recollections, he had access to the records of henry chadwick, the game's first statistician and archivist.","1,1,1,2,2,1,3,2,2,1,3,1,2,1,2,2,3,2,1",1.736842105263158
3954,1,de,gawler pointed out and governor grey in 1841.,"governor gawler took over from hindmarsh in late 1838 and, despite being under orders from the ""select committee on south australia"" in britain not to undertake any public works, promptly oversaw construction of a governor's house, the adelaide gaol, police barracks, a hospital, a customs house and a wharf at port adelaide.	in addition, houses for public officials and missionaries and outstations for police and surveyors were also constructed during gawler's governorship.	adelaide had also become economically self-sufficient during this period, but at heavy cost: as a result of gawler's public works the colony was heavily in debt and relied on bail-outs from london to stay afloat.","1,2,2,2,1,1,1,1,3,1,3,1,1,3,2,1,2",1.6470588235294117
4091,0,en,"while this may seem trivial, it was symptomatic of an attempt by people manually reproducing academic texts to reduce the copy time.","the standardisation of english in the 15th through 17th centuries included such a growth in the use of abbreviations.	at first, abbreviations were sometimes represented with various suspension signs, not only periods.	for example, sequences like ‹er› were replaced with , as in for ""master"" and for ""exacerbate"".","4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4",3.789473684210526
4116,1,fr,"in 2002, a survey bbc classified as seventy-third more briton of all the time.","crowley gained widespread notoriety during his lifetime, being a recreational drug experimenter, bisexual and an individualist social critic.	he was denounced in the popular press as ""the wickedest man in the world"" and erroneously labelled a satanist.	crowley has remained a highly influential figure over western esotericism and the counter-culture, and continues to be considered a prophet in thelema.","1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1",1.411764705882353
414,0,en,when slavery was abolished in france in 1848 the société was abandoned.,"various short-lived organizations of anthropologists had already been formed.	the société ethnologique de paris, the first to use ethnology, was formed in 1839.	its members were primarily anti-slavery activists.","3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4",3.75
4200,1,cs,"athena is known for its calm temperament, how slowly anger.","athena (; attic greek: , ""athēnā"", or	, ""athēnaia""; epic: , ""athēnaiē""; doric: , ""athānā"") or athene (; ionic: , ""athēnē""), often given the epithet pallas (; ), is the goddess of wisdom, courage, inspiration, civilization, law and justice, mathematics, strength, war strategy, the arts, crafts, and skill in ancient greek religion and mythology.	minerva is the roman goddess identified with athena.","2,1,2,3,2,2,2,3,2,1,3,2,1,2,1,3,2,1,3",2.0
4270,1,es,"the free movement owes much to the increasing sophistication of society, marked by political stability, economic growth and cosmopolitanism.","this movement began in italy in the 14th century and the term, literally meaning rebirth, describes the revival of interest in the artistic achievements of the classical world.	initially in a literary revival renaissance was determined to move away from the religion-dominated middle ages and to turn its attention to the plight of the individual man in society.	it was a time when individual expression and worldly experience became two of the main themes of renaissance art.","4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4",3.875
4364,1,fr,the orbitals associated with a particular value are sometimes collectively called a 'subshell'.,"the azimuthal quantum number describes the orbital angular momentum of each electron and is a non-negative integer.	within a shell where is some integer , ranges across all (integer) values satisfying the relation formula_2.	for instance, the  shell has only orbitals with formula_3, and the  shell has only orbitals with formula_3, and formula_5.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
4372,1,fr,the fifth and final d-orbital consists of three parts: a density of high probability torus with two pear-shaped regions placed symmetrical on its axis z.,"four of the five d-orbitals for look similar, each with four pear-shaped lobes, each lobe tangent at right angles to two others, and the centers of all four lying in one plane.	three of these planes are the xy-, xz-, and yz-planes—	the lobes are between the pairs of primary axes—and the fourth has the centres along the x and y axes themselves.","4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3",3.588235294117647
4431,1,cs,"built from approximately half a million animals welsh slate, by stephen kettle sculpted commissioned by the american billionaire sidney honest.","turing was one of four mathematicians examined in the bbc documentary entitled ""dangerous knowledge"" (2008).	the ""princeton alumni weekly"" named turing the second most significant alumnus in the history of princeton university, second only to president james madison.	a 1.5-ton, life-size statue of turing was unveiled on 19 june 2007 at bletchley park.","2,1,3,1,2,1,2,1,2,2,2,1,3,2,3,1,2,2",1.8333333333333333
4466,1,fr,"historian heinrich zimmer writing that 'as britain was part of the novel empire, if the british church formed (in the fourth century) a branch of the Catholic Church in the west and in the whole of this century, the Board of arles (316) Yes, has participated in all the procedures relating to the church.'","the founding of christianity in britain is commonly attributed to joseph of arimathea, according to anglican legend, and is commemorated in glastonbury abbey.	many of the early church fathers wrote of the presence of christianity in roman britain, with tertullian stating ""those parts of britain into which the roman arms had never penetrated were become subject to christ"".	saint alban, who was executed in 209 ad, is the first christian martyr in the british isles.","2,2,2,2,2,3,2,3,2,2,1,2,3,3,2,2,2",2.176470588235294
4504,1,de,the society for spreading the gospel in other parts (spg) in 1701 and the church mission society (cms) in 1799.,"the first anglican church in the americas was built at jamestown, virginia, in 1607.	by the 18th century, missionaries worked to establish anglican churches in asia, africa and latin america.	the great church of england missionary societies were founded; for example the society for promoting christian knowledge (spck) in 1698.","3,2,2,4,2,4,2,3,3,3,2,3,2,4,3,2,3,3",2.7777777777777777
4724,1,es,"although may be primus was found guilty, some juries voted to acquit, which means that not everybody believed augustus, evidence, is an insult to the 'august one'.","the situation was so serious that augustus himself appeared at the trial, even though he had not been called as a witness.	under oath, augustus declared that he gave no such order.	murena, disbelieving augustus's testimony and resentful of his attempt to subvert the trial by using his ""auctoritas"", rudely demanded to know why augustus had turned up to a trial to which he had not been called; augustus replied that he came in the public interest.","3,2,2,3.0,2,3,2,2,2,3,2,2,3,3,2,2,3,3",2.4444444444444446
4751,1,fr,"two of havilland double otters, have sent calgary with a back-up.",in april 2001 an emergency evacuation of dr. ronald shemenski was needed from amundsen–scott south pole station when he contracted pancreatitis.	three c-130 hercules were called back before their final leg because of weather.	organizers then called on kenn borek air based in calgary.,"2,3,3,3,1,1,2,1,2,2,2,2,3,2,2,3,2,3,1",2.1052631578947367
4854,1,fr,"studies have shown that the high levels of pahs, for example, are cooked meat at high temperatures as its or barbecuing, and in the smoked fish.","pahs occur in oil, coal, and tar deposits, and are produced as byproducts of fuel burning (whether fossil fuel or biomass).	as pollutants, they are of concern because some compounds have been identified as carcinogenic, mutagenic, and teratogenic.	pahs are also found in cooked foods.","2,3,2,2,2,3,2,3,4,4,2,3,3,4,3,4",2.875
4872,1,de,"the extension of the longitudinal dimensions, there is not far away.",the church at bayham was destitute of aisles either to nave or choir.	the latter terminated in a three-sided apse.	this church is remarkable for its exceeding narrowness in proportion to its length.,"3,1,2,2,2,3,2,2,3,2,2,2,1,1,3,1,2,2",2.0
4989,1,cs,"every dentary (tooth-bearing bone of lower jaw) between 14 and 17 teeth, with an average rely on 16.","the skull and teeth of ""allosaurus"" were modestly proportioned for a theropod of its size.	paleontologist gregory s. paul gives a length of for a skull belonging to an individual he estimates at long.	each premaxilla (the bones that formed the tip of the snout), held five teeth with d-shaped cross-sections, and each maxilla (the main tooth-bearing bones in the upper jaw) had between 14 and 17 teeth; the number of teeth does not exactly correspond to the size of the bone.","1,3,2,2,2,2,2,3,3,2,2,1,3,2,2,3,3,2,1",2.1578947368421053
5011,1,fr,"in 1949, the ak-47 was officially accepted by the Soviet armed forces and used by the majority of the Member States of the pact warsaw.","design work on the ak-47 began in the last year of world war ii (1945).	in 1946, the ak-47 was presented for official military trials, and in 1948, the fixed-stock version was introduced into active service with selected units of the soviet army.	an early development of the design was the ""aks"" (s—""skladnoy"" or ""folding""), which was equipped with an underfolding metal shoulder stock.","3,4,3,4,4,3,3,3,3,3,3,4,3,3,4,3,3.0",3.2941176470588234
5031,1,fr,"every door was a vacuum inverting eulogies increase, preceded by a contribution resistor divider network defined the logic function.","the arithmetic logic functions were fully electronic, implemented with vacuum tubes.	the family of logic gates ranged from inverters to two and three input gates.	the input and output levels and operating voltages were compatible between the different gates.","2,4,3.0,4,1,1,2,1,1,3,2,2,1,2,4,3,3,4",2.388888888888889
5061,1,de,"their influence it is relatively easy to move and, but its design is not very compact, and perhaps it is difficult, stow collapses, if a model used.","it has a benefit in that, no matter how it reaches the bottom, one or more tines will be aimed to set.	in coral, or rock, it is often able to set quickly by hooking into the structure, but may be more difficult to retrieve.	a grapnel is often quite light, and may have additional uses as a tool to recover gear lost overboard.","1,1,2,2,3,3,3,1,1,2,2,1,3,2,2,2,3",2.0
5089,1,de,if the museum for consideration.,a modest turkish farming village (dilekkaya) lies to the southwest of the ancient city.	a small outdoor museum with some of the artifacts collected in the area can be viewed for a small fee.	also nearby are some beautiful mosaics discovered in a farmers field.,"1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2",1.4444444444444444
5230,1,fr,"after this, men devoted their lives to the war to retire at the age of 60.",the spartan army was one of the earliest known professional armies.	boys were sent to a barracks at the age of seven to train for being a soldier.	at the age of thirty they were released from the barracks and allowed to marry and have a family.,"3,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3",3.5789473684210527
5240,1,es,great britain recruited council and hanovrian troops until the end of the eighteenth century.,"before then, however, most national armies were in fact composed of many nationalities.	in spain armies were recruited from all the spanish european territories including spain, italy, wallonia (walloon guards) and germany.	the french recruited some soldiers from germany, switzerland as well as from piedmont.","4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4",3.7222222222222223
5259,1,cs,the teachings william ellery channing a few years earlier have also been laid the foundations for the work of the most concord transcendentalists.,"writer harriet martineau, for example, wrote dubiously that, ""the master presupposes his little pupils possessed of all truth; and that his business is to bring it out into expression"".	even so, his ideas helped to found one of the first adult education centers in america, and provided the foundation for future generations of liberal education.	many of alcott's educational principles are still used in classrooms today, including ""teach by encouragement"", art education, music education, acting exercises, learning through experience, risk-taking in the classroom, tolerance in schools, physical education/recess, and early childhood education.","3,2,2,2,2,3,3,2,1,2,3,2,2,3,2,1,2,3",2.2222222222222223
5346,1,fr,"on the other hand, some historians have speculated that charlemagne against the formal marriage for girls in a bid to political rivalry of their husbands; none of charlemagne girls are married, despite the policy offers forced marriages.","they had, however, at least two sons, one of whom, nithard, became a notable figure in the mid-9th century.	control of marriage and the meanings of legitimacy were hotly contested in the middle ages.	bertha and angilbert are an example of how resistance to the idea of a sacramental marriage could coincide with holding church offices.","2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,3,2,3",2.388888888888889
5353,1,cs,"many amines is produced from aldehydes and ketones through a simplified amination, which can either continue catalytically or stoichiometrically.","reactions are sensitive acidic or alkaline conditions, which can cause hydrolysis of -cn group.	lialh4 is more commonly employed for the reduction of nitriles on the laboratory scale.	similarly, lialh4 reduces amides to amines.","3,3.0,4,3,4,4,3,3,3,3,4,3,3,3,4,4,4",3.411764705882353
5430,1,cs,this has brought the desired effect at the heart of young aristocrats in the royal city (2 samuel 15: 1).,"he was a great favorite of his father and of the people.	his charming manners, personal beauty, and insinuating ways, together with his love of pomp and royal pretensions, captivated the hearts of the people from the beginning.	he lived in great style, drove in a magnificent chariot and had fifty men run before him.","4,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4",3.5555555555555554
5456,0,en,"the water and leaves, however, required changing after seven or eight days, and the leather needed to be turned over daily.","the pods of ""a. nilotica"" (under the name of ""neb-neb""), and of other african species, are also rich in tannin and used by tanners.	in yemen, the principal tannin substance was derived from the leaves of the salam-tree (""acacia etbaica""), a tree known locally by the name ""qaraẓ"" (""garadh"").	a bath solution of the crushed leaves of this tree, into which raw leather had been inserted for prolonged soaking, would take only 15 days for curing.","4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4",3.7777777777777777
5476,1,fr,"this is a sentence tourists who simply want to make on the beach, but the government declares that it is difficult to stamp out, because there is a lot of unemployment and poverty.","some consider it a ""passé"" resort, eclipsed by the newer cancún and cabo san lucas.	over the years, a number of problems have developed here, especially in the bay and the older sections of the city.	the large number of wandering vendors on the beaches such as tamarindos, who offer everything from newspapers to massages, are a recognized problem.","2,2,3,4,2,3,2,3,2,4,2,1,2,3,3,1,2,3,4",2.526315789473684
5510,1,fr,the reduction in the maximum 'work' (which includes the large two figures) is a function which has the largest group (vehicle) figures.,"functions take arrays (variables or constants or expressions) as arguments, and return arrays as results.	operators (similar to higher-order functions) take functions or arrays as arguments, and derive related functions.	for example, the ""sum"" function is derived by applying the ""reduction"" operator to the ""addition"" function.","2,2,2,3,3,2,4,3,3,3,4,4,3,2,2,3,3,4,4",2.9473684210526314
5582,1,de,"the last occupation skylab, on 8 february, in 1974, and the sender even re-entered the atmosphere in 1979, through which the oldest operational apollo-saturn component.","the s-ivb orbital workshop was the only one of these plans to make it off the drawing board.	dubbed skylab, it was constructed complete on the ground rather than in space, and launched in 1973 using the two lower stages of	a saturn v. it was equipped with an apollo telescope mount, the solar telescope that would have been used on the apollo telescope missions.","1,3,2,2,3,1,2,3,2,2,3,3,3,2,2,1,2",2.176470588235294
5654,1,fr,"the work as a group date of 1891 in new southern and south wales australia, followed by queensland and, later, the settlements.","the present australian labor party has its origins in the labour parties founded in the 1890s in the australian colonies prior to federation.	labor tradition ascribes the founding of queensland labour to a meeting of striking pastoral workers under a ghost gum tree (the ""tree of knowledge"") in barcaldine, queensland in 1891.	the balmain, new south wales branch of the party claims to be the oldest in australia.","1,1,3,1,3,1,2,3,3,3,3,4,3,2,3,1,2,3,2,2",2.3
5718,1,fr,it also maintains a botanical garden (the botanischer garten aachen).,"rwth aachen university, established as polytechnicum in 1870, is one of germany's universities of excellence with strong emphasis on technological research, especially for electrical and mechanical engineering, computer sciences, physics, and chemistry.	the university clinics attached to the rwth, the klinikum aachen, is the biggest single-building hospital in europe.	over time, a host of software and computer industries have developed around the university.","3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3",3.8947368421052633
5727,1,cs,"this is who model list of essential medicines, the medicines needed to basic health system.","felix hoffmann, a chemist at bayer, is credited with the synthesis of aspirin in 1897, though whether this was of his own initiative or under the direction of arthur eichengrün is controversial.	aspirin is one of the most widely used medications in the world with an estimated 40,000 tonnes of it being consumed each year.	in countries where ""aspirin"" is a registered trademark owned by bayer, the generic term is acetylsalicylic acid (asa).","2,2,2,2,1,2,1,2,3,1,3,3,1,2,3,1,2,2",1.9444444444444444
5783,0,en,"bride and bridegroom respectively ate half of the rice served in a bowl, and other participants were entertained.","for a ""yomeiri"" marriage, a man and his father would bring betrothal gifts to the house of a woman, including a sword, a treasured sword, an ornamental quiver, a sword guard, and a woven basket (""hokai"").	if the man and woman agreed to marry, the man and his father would bring her to their house or the man would stay at her house for a while and then bring her to his house.	at the wedding ceremony, participants prayed to the god of fire.","4,4,4,4,3,3,4,3,4,3,4,3,4,4,3,3,3",3.5294117647058822
5786,1,es,as well as being qualified to marriage.,"they wore underclothes called ""mour"" and had their hair dressed properly and wound waistcloths called ""raunkut"", ""ponkut"" around their bodies.	when women reached age 12–13, the lips, hands and arms were tattooed.	when they reached age 15–16, their tattoos were completed.","4,2,3,4,2,3,3,3,2,3,3,2,3,4,4,3,4,3,4",3.1052631578947367
5871,1,fr,"whereas in india, hasan ali Shah continue its close relationship with the british and has even visited by the Prince of wales (the future King edward VIII) when he was on a state visit to india.","hasan ali shah was eventually forced to leave for calcutta in april 1847, where he remained until he received news of the death of muhammad shah qajar.	hasan ali shah left for bombay and the british attempted to obtain permission for his return to persia.	although some of his lands were restored to the control of his relatives, his safe return could not be arranged, and hasan ali shah was forced to remain a permanent resident of india.","4,4,3.0,3,3,2,4,2,3,3,3,2,3,3,3,3,3,3",3.0
590,1,fr,"in the series season finale, he fought michael chang for the acura champions.","in 2012 agassi took part in five tournaments, winning three of those.	in november, at first he won bilt champions showdown in san jose, beating john mcenroe in the final.	the following day, he defended his title of the ctca championships, while defeating courier in the decisive match.","4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4",3.764705882352941
5944,1,de,in spite of the risk attacked the abdali quota of durrani rushed either to save the shah or to confirm what has happened.,"nader shah's rule abruptly ended in june 1747 when he was assassinated by his own guards.	the guards involved in the assassination did so secretly so as to prevent the abdalis from coming to their king's rescue.	however, durrani was told that the shah had been killed by one of his wives.","1,1,4,2,3,3,2,2,3,2,3,4,2,1,2,1,2,3,2,2",2.25
60,1,cs,the country is 0.3 or albedo.,"deeply shadowed cavities can achieve an effective albedo approaching the zero of a black body.	when seen from a distance, the ocean surface has a low albedo, as do most forests, whereas desert areas have some of the highest albedos among landforms.	most land areas are in an albedo range of 0.1 to 0.4.","2,1,2,2,3,1,1,2,2,3,3,4,4,3,1,2,4,3,3,2",2.4
6010,1,fr,"among the last of its labors is the defence of the orthodoxy of its former pupil, thomas aquinas, whose death in 1274 grieved albert (the history of betting in person to defend the lessons of aquinas may not be confirmed.)","in 1263 pope urban iv relieved him of the duties of bishop and asked him to preach the eighth crusade in german-speaking countries.	after this, he was especially known for acting as a mediator between conflicting parties.	in cologne he is not only known for being the founder of germany's oldest university there, but also for ""the big verdict"" (der große schied) of 1258, which brought an end to the conflict between the citizens of cologne and the archbishop.","3,3,3,3.0,3,4,3,3,2,4,2,4,3,2,4,4,3,3,3",3.1052631578947367
6044,0,en,"it was only when faced with the danger of annihilation by the franks in 584 that the dukes elected a new king in the person of authari, son of cleph, who began the definitive consolidation and centralization of the lombard kingdom while the remaining imperial territories were reorganized under the control of an exarch in ravenna with the capacity to defend the country without the emperor's assistance.","cleph kept the throne for only 18 months before being assassinated by a slave.	possibly he too was killed at the instigation of the byzantines, who had every interest in avoiding a hostile and solid leadership among the lombards.	an important success for the byzantines was that no king was proclaimed to succeed cleph, opening a decade of interregnum, thus making them more vulnerable to attacks from franks and byzantines.","3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3",3.588235294117647
6049,0,en,"a few days later, the king of ormuz was met by an envoy demanding the payment of tribute to shah ismail i from persia.","on his way, he conquered the cities of curiati (kuryat),	muscat in july 1507, and khor fakkan, accepting the submission of the cities of kalhat and sohar.	on september 25, he arrived with a fearsome reputation at ormuz and soon captured the city, which agreed to become a tributary state of the portuguese king.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6110,1,de,"certainly, ealdred is one of the leaders in the work, and it is likely that one of its population, the version.","he was known for his generosity and for his diplomatic and administrative abilities.	after the conquest, ealdred provided a degree of continuity between the pre- and post-conquest worlds.	one modern historian feels that it was ealdred who was behind the compilation of the d version of the ""anglo-saxon chronicle"", and gives a date in the 1050s as its composition.","2,2,1,1,2,1,1,2,3,2,3,2,2,2,1,3,3,1,2",1.894736842105263
6172,1,es,their calls to western europe to help the turks were also the catalyst that has probably contributed to the convoking of the crusades.,"although he was not the founder of the komnenian dynasty, it was during his reign that the komnenos family came to full power.	inheriting a collapsing empire and faced with constant warfare during his reign against both the seljuq turks in asia minor and the normans in the western balkans, alexios was able to halt the byzantine decline and begin the military, financial, and territorial recovery known as the ""komnenian restoration"".	the basis for this recovery were various reforms initiated by alexios.","3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4",3.5789473684210527
6220,0,en,"the primary crop was cotton, grown by enslaved workers.","he built a home and the first general store in gallatin, tennessee in 1803.	the next year he acquired the hermitage, a plantation in davidson county, near nashville.	jackson later added to the plantation, which eventually grew to .","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6232,0,en,"the southern tribes included the choctaw, creek, chickasaw, seminole and the cherokee.","throughout his eight years in office, jackson made about 70 treaties with native american tribes both in the south and the northwest.	jackson's presidency marked a new era in indian-anglo american relations initiating a policy of indian removal.	jackson himself sometimes participated in the treaty negotiating process with various indian tribes, though other times he left the negotiations to his subordinates.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6301,1,cs,"johnson efsa with freedman presidency law in february 18, 1866, to the delight of the white south and started anger republican legislators.","trumbull met several times with johnson, and was convinced the president would sign the measures (johnson rarely contradicted visitors, often fooling those who met with him into thinking he was in accord).	in fact, the president opposed both bills as infringements on state sovereignty.	additionally, both of trumbull's bills were unpopular among white southerners, whom johnson hoped to include in his new party.","2,3,3,3,1,2,2,3,1,2,3,2,1,2,3,1,2,2",2.111111111111111
6311,1,cs,"the adverse results temporarily halt republican calls to impeach johnson, who was elated before the elections.","although republicans expressed anger with his actions, the 1867 elections generally went democratic.	no seats in congress were directly elected in the polling, but the democrats took control of the ohio general assembly, allowing them to defeat for re-election one of johnson's strongest opponents, senator benjamin wade.	voters in ohio, connecticut, and minnesota turned down propositions to grant african-americans the vote.","3,4,4,3,4,3,3,4,4,4,4,3,3,3,4,3,4,4,3",3.526315789473684
6359,1,cs,while many ports have suffered a decline aberdeen is still busy because of the oil trade and influx of persons associated with industry and the consequent increase in property prices brought prosperity in this area.,"by late 1975, after years of intense construction the necessary infrastructure was in place.	in aberdeen, at bp's (british petroleum) headquarters, the queen pressed the button that would set the whole thing moving.	oil flowed from the rig directly to the refinery at far-away grangemouth.","4,3,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3",3.3529411764705883
6421,1,es,such a small clashes with independent viking raiders would have happened during much of the period had for decades.,"alfred was still forced to contend with a number of danish threats.	a year later in 881 alfred fought a small sea battle against four danish ships ""on the high seas"".	two of the ships were destroyed and the others surrendered to alfred's forces.","2,1,1,4,3,2,2,3,2,3,2,4,2,3,2,3",2.4375
6478,0,en,"it should also include a hospital complex, a care, centre, a hotel zone, an urban centre and a thermal spa with villas and apartments.","the third project will relate to restructuring an area of algiers, qualified by the originators of the project of ""city of wellness"".	el abbar indicated to the journalists that the complex would be ""agréable for all those which will want to combine tourism and wellbeing or tourism and relaxation"".	the complex will include a university, a research center and a medical centre.","3,3.0,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4",3.3529411764705883
6518,1,de,"age can also on the basis of the nature of the calendar, as the lunar timetable, as birth data in leap years, or the method after birth date.","the threshold age for engaging in sexual activity varies between jurisdictions (see below).	most jurisdictions have set a fixed age of consent.	however, some jurisdictions permit sex with a person after their puberty, such as the state of nayarit (in mexico) (and yemen, but only in marriage).","1,1,3,3,3,1,2,4,1,2,3,4,4,1,1,2,3,2,2,1",2.2
6563,1,fr,"victoria met maria christina and alfonso in biarritz, france later this month, and turn to catholicism in san sebastián in motion.","victoria was willing to change her religion, and her being a haemophilia carrier was only a possibility.	maria christina was eventually persuaded to drop her opposition.	in january 1906 she wrote an official letter to princess beatrice proposing the match.","4,2,3,3,3,2,2,2,2,2,3,2,3,3,4,2,4,2,2,3",2.65
6564,1,fr,"as the marriage procession of new palace, he threw a bomb against a window which killed and injured several spectators and members of the procession.","in may, diplomats of both kingdoms officially executed the agreement of marriage.	alfonso and victoria were married at the royal monastery of san jerónimo in madrid on 31 may 1906, with british royalty in attendance, including victoria's cousins the prince and princess of wales (later king george v and queen mary).	the wedding was marred by an assassination attempt on alfonso and victoria by catalan anarchist mateu morral.","3,3,4,2,3,3,2,3,3,2,3,2,3,3,3,2,4,4",2.888888888888889
6575,0,en,"in 1123, he besieged and took lleida, which was in the hands of the count of barcelona.","in 1119, he retook cervera, tudejen, castellón, tarazona, ágreda, magallón, borja, alagón, novillas, mallén, rueda, épila and populated the region of soria.	he began the siege of calatayud, but left to defeat the army at cutanda trying to retake zaragoza.	when calatayud fell, he took bubierca, alhama de aragón, ariza, and daroca (1120).","4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3",3.789473684210526
6587,1,cs,the plant is a core borer parasite lily brithys crini and / or diaphone eumela.,"the plant has a symbiotic relationship with carpenter bees.	it is also visited by noctuid moths at night.	the relative importance of these animals as pollinators has not yet been established; however, carpenter bees are thought to be the main pollinators of amaryllis on the cape peninsula.","3,2,2,1,4,2,2,4,3,2,3,3,3,4,2,1,1,2",2.4444444444444446
6605,1,es,"the acropolis, the temple of aphrodite, the market, the city ’ the walls, the church and the port were digging.","it was made from a single stone and has four curved handles bearing the head of a bull.	in the 1870s luigi palma di cesnola carried out excavations in the necropolis of amathus, as elsewhere in cyprus, enriching the early collections of the metropolitan museum of art; some objects went to the british museum.	more modern archaeological joint cypriote-french excavations started in 1980 and continue.","3,3,2,2,2,1,2,2,2,3,3,1,3,3,2,3,2",2.2941176470588234
6616,1,es,"during this time, women have not only had to defend itself, but to reproduce, and this may be the source of the idea that amazons covered once a year with its neighbours, if herodotus really based their accounts in reality.","up to 25% of military burials were of armed sarmatian women usually including bows.	russian archaeologist [[vera kovalevskaya]] points out that when scythian men were away fighting or hunting, nomadic women would have to be able to defend themselves, their animals and pasture-grounds competently.	during the time that the scythians advanced into asia and achieved near-[[hegemony]] in the near east, there was a period of twenty-eight years when the men would have been away on campaigns for long periods.","2,3,1,3,2,2,2,2,3,3,1,1,2,3,3,2",2.1875
6733,1,cs,their cruelty is denounced by the prophet amos,"they were subdued and paid tribute to jotham.	after submitting to tiglath-pileser they were generally tributary to assyria, but have joined in the general uprising that took place under sennacherib; but they submitted and they became tributary in the reign of esar-haddon.	their hostility to judah is shown in their joining the chaldeans to destroy it (2 kings 24:2).","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.0",3.9375
6748,1,cs,"alexander three finest admirals, nearchos, androsthenes and laomedon, her and after alexander death, his wife roxane and their small son alexander iv were in exile and later murdered.","the seat of the municipality is rodolivos.	amphipolis was a rich city (polis) in ancient macedonia.	it was famous for events such as the battle of the spartans and athenians in 424bc, and as the place where alexander the great prepared for campaigns leading to his invasion of asia.","3,3,2,2,3,3,2,1,1,1,1,2,3,2,1,2,2,3,2",2.0526315789473686
676,1,es,the enzyme chitinase produced in the stomach aid to digest the chitinous cuticle of arthropod dam.,"some use inertial feeding to help them swallow the prey, repeatedly thrusting their head forward sharply causing the food to move backwards in their mouth by inertia.	most amphibians swallow their prey whole without much chewing so they possess voluminous stomachs.	the short oesophagus is lined with cilia that help to move the food to the stomach and mucus produced by glands in the mouth and pharynx eases its passage.","2,3,3,2,3,3,3,4,4,2,3,4,3,3,3",3.0
